,cmte_id,amndt_ind,rpt_tp,transaction_pgi,transaction_tp,entity_tp,city,state,zip_code,employer,occupation,transaction_dt,transaction_amt,file_num
312973,C00497511,A,Q2,P,15,IND,GERMANTOWN,MD,20874.0,missing,retired,2011-06-27,5.521460917862246,812389.0
638292,C00314617,A,12S,Desconhecido,15,IND,GREENWICH,CT,6830.0,missing,retired,2011-02-22,8.517193191416238,734176.0
2023915,C00431445,A,12G,G,15,IND,OLDWICK,NJ,8858.0,missing,retired,2012-10-16,5.521460917862246,897092.0
793579,C00397737,N,YE,P,15,IND,TUKWILA,WA,98168.0,missing,retired,2011-11-22,6.907755278982137,763473.0
777055,C00465245,A,Q2,P,15,IND,NEW YORK,NY,10022.0,missing,retired,2011-06-14,7.824046010856292,753945.0
404776,C00496067,A,YE,P,15,IND,RALEIGH,NC,27615.0,information requested,retired,2011-10-15,5.521460917862246,776884.0
2689805,C00401224,N,30G,P,24T,IND,SAN FRANCISCO,CA,94131.0,missing,retired,2012-10-28,5.521460917862246,841241.0
3157719,C00518282,A,Q3,P,15,IND,NEW YORK,NY,10024.0,missing,retired,2012-09-10,7.824046010856292,889722.0
334015,C00494740,A,YE,P,15,IND,LOS ANGELES,CA,90064.0,missing,retired,2011-12-14,6.214608098422191,782991.0
2523079,C00042366,A,YE,Desconhecido,22Y,IND,GETTYSBURG,PA,17325.0,missing,retired,2012-12-17,2.995732273553991,858761.0
2649168,C00431056,A,12P,P,15,IND,DELMAR,NY,12054.0,missing,retired,2012-04-04,5.521460917862246,868996.0
326097,C00042366,A,M7,Desconhecido,15,IND,CLINTON,MD,20735.0,retired,retired,2011-06-10,5.521460917862246,740440.0
1633501,C00431445,A,M10,P,15,IND,MANDEVILLE,LA,70448.0,missing,retired,2012-09-06,5.521460917862246,897086.0
2156946,C00255752,A,M2,Desconhecido,15,IND,WOODINVILLE,WA,98072,missing,retired,2012-01-02,6.214608098422191,770209.0
861209,C00002147,N,YE,Desconhecido,15,IND,OMAHA,NE,68131.0,physician,retired,2011-10-04,5.703782474656201,760409.0
2375195,C00194647,N,Q3,Desconhecido,15,IND,RALEIGH,NC,27605.0,missing,retired,2012-07-12,5.703782474656201,815502.0
927738,C00393629,A,YE,P,15,IND,MOORESVILLE,NC,28117.0,missing,retired,2011-12-14,6.214608098422191,787996.0
1861231,C00431445,A,M5,P,22Y,IND,CHICAGO,IL,60647.0,missing,retired,2012-04-30,5.521460917862246,896848.0
1454261,C00042366,A,M10,Desconhecido,15,IND,CHICAGO,IL,60625.0,retired,retired,2012-09-17,5.298317366548036,841874.0
3302710,C00431171,A,M10,G,15,IND,EL SEGUNDO,CA,90245.0,missing,retired,2012-09-12,5.298317366548036,944828.0
1599888,C00431445,A,M6,P,15,IND,LAKE FOREST,IL,60045.0,missing,retired,2012-05-17,6.907755278982137,896893.0
2990338,C00415828,A,Q2,G,15,IND,SOUTH PLAINFIELD,NJ,7080.0,missing,retired,2012-06-26,7.824046010856292,851292.0
2406769,C00507350,N,30G,G,15,IND,SIOUX FALLS,SD,57108.0,missing,retired,2012-10-26,5.298317366548036,838152.0
2922488,C00008409,N,30G,Desconhecido,15,IND,LAKE STEVENS,WA,98258,missing,retired,2012-10-31,5.3706380281276624,837580.0
2765683,C00000935,A,M3,Desconhecido,15,IND,ALBANY,NY,12204.0,missing,retired,2012-02-27,7.600902459542082,791060.0
615571,C00433763,N,Q2,P,15,IND,MONROE,NC,28111.0,missing,retired,2011-06-07,6.214608098422191,736264.0
1319069,C00252940,N,12G,Desconhecido,24T,IND,CHEVY CHASE,MD,20815.0,missing,retired,2012-10-16,6.214608098422191,825895.0
2548083,C00431445,A,M8,P,15,IND,BALDWIN PARK,CA,91706.0,missing,retired,2012-07-31,5.521460917862246,896964.0
2128655,C00494740,A,M10,P,15,IND,LEESBURG,VA,20175.0,missing,retired,2012-09-19,5.521460917862246,870880.0
1778956,C00461061,A,YE,P,15E,IND,SAN MATEO,CA,94401.0,missing,retired,2012-12-20,5.521460917862246,869920.0
815043,C00491530,A,YE,P,15,IND,SAINT LOUIS,MO,63141.0,missing,retired,2011-11-22,7.824046010856292,791930.0
3021314,C00494740,A,M9,P,15,IND,SETAUKET,NY,11733.0,missing,retired,2012-08-07,5.298317366548036,854751.0
870538,C00494740,A,Q3,P,15,IND,NEW YORK,NY,10023.0,missing,retired,2011-09-21,8.517193191416238,762332.0
2069713,C00105973,A,M10,P,15,IND,SALT LAKE CITY,UT,84103.0,missing,retired,2012-09-10,6.907755278982137,894962.0
1076688,C00496034,N,M4,P,15,IND,ALEXANDRIA,VA,22315.0,missing,retired,2012-03-26,5.521460917862246,780310.0
1596197,C00431445,A,M6,P,15,IND,CHEYENNE,WY,82009.0,missing,retired,2012-05-11,5.521460917862246,896893.0
2724233,C00197160,A,Q1,P,15,IND,SAN ANTONIO,TX,78217.0,missing,retired,2012-03-29,5.521460917862246,789556.0
1621322,C00467100,A,Q3,G,15,IND,FAIRFIELD,CT,68242113.0,missing,retired,2012-09-13,7.824046010856292,928320.0
2996916,C00162339,A,M9,P,15,IND,NEW ALBANY,OH,43054.0,missing,retired,2012-08-14,6.214608098422191,861691.0
3146624,C00431171,A,12G,G,15,IND,VIRGINIA BEACH,VA,23455.0,missing,retired,2012-10-15,5.521460917862246,933475.0
1614096,C00431445,A,M7,P,15,IND,SOUTHBURY,CT,6488.0,missing,retired,2012-06-30,5.521460917862246,896900.0
574179,C00432260,N,M7,P,24I,IND,NORTHFIELD,IL,60093.0,info requested,retired,2011-06-20,7.824046010856292,736824.0
2656165,C00401224,N,30G,P,24T,IND,CULVER CITY,CA,90232.0,missing,retired,2012-10-28,5.298317366548036,841241.0
2646489,C00331439,A,Q1,P,15,IND,AVON,CO,81620.0,missing,retired,2012-02-15,5.521460917862246,843726.0
844090,C00495820,A,YE,P,15,IND,CHICO,CA,95927.0,missing,retired,2011-12-06,5.303304908059076,779227.0
541842,C00358952,N,Q1,P,15,IND,HUNTINGTON STATION,NY,11746.0,missing,retired,2011-03-22,7.824046010856292,723647.0
256854,C00411587,A,Q3,P,15,IND,BALTIMORE,MD,21218.0,missing,retired,2011-09-30,6.214608098422191,750908.0
1536612,C00431445,A,M10,G,15,IND,CHICAGO,IL,60614,missing,retired,2012-09-12,6.214608098422191,897086.0
1890364,C00431445,A,M4,P,15,IND,PHOENIX,AZ,85044,missing,retired,2012-03-31,5.521460917862246,896852.0
108875,C00010603,A,M4,Desconhecido,15,IND,CHARLESTON,IL,61920.0,missing,retired,2011-03-31,5.298317366548036,746865.0
348474,C00401224,A,M4,Desconhecido,15,IND,CUMMING,GA,30041.0,missing,retired,2011-03-01,5.521460917862246,770315.0
2778149,C00003418,A,M5,Desconhecido,15,IND,STERLING,VA,20165.0,missing,retired,2012-04-23,6.620073206530356,808143.0
2444321,C00401224,N,M9,Desconhecido,24T,IND,MIAMI,FL,33145.0,missing,retired,2012-08-31,5.521460917862246,811524.0
796863,C00366096,N,YE,P,15,IND,CHEVY CHASE,MD,20815.0,rei,retired,2011-11-18,5.521460917862246,763622.0
2859125,C00504340,A,Q2,G,15,IND,EDWARDSVILLE,IL,62025.0,missing,retired,2012-05-10,6.214608098422191,816251.0
3093398,C00518282,A,Q2,P,15,IND,PACIFIC PALISADES,CA,90272.0,missing,retired,2012-05-09,7.824046010856292,889719.0
2040648,C00431445,A,M9,P,15,IND,LOS ANGELES,CA,90008.0,missing,retired,2012-08-30,5.521460917862246,897073.0
2361186,C00499236,N,Q3,G,15,IND,STAR,NC,27356.0,missing,retired,2012-07-25,6.907755278982137,817955.0
1109552,C00257642,N,Q1,P,15,IND,BRISTOW,VA,20136.0,missing,retired,2012-03-30,7.1308988302963465,781891.0
371056,C00003418,A,M4,Desconhecido,15,IND,INDIANAPOLIS,IN,46217.0,requested,retired,2011-03-14,5.393627546352362,772251.0
2735712,C00008839,N,M4,Desconhecido,15,IND,WALLA WALLA,WA,99362.0,missing,retired,2012-03-12,6.214608098422191,780562.0
1168697,C00010603,A,M6,Desconhecido,15,IND,MARSHALLTOWN,IA,50158.0,missing,retired,2012-05-31,5.41610040220442,807325.0
1260550,C00514760,N,Q3,G,15,IND,WYNNE,AR,72396.0,missing,retired,2012-08-21,6.907755278982137,818560.0
2515733,C00409581,N,YE,P,15,IND,SIOUX FALLS,SD,57105.0,missing,retired,2012-10-04,6.907755278982137,858998.0
1522120,C00431171,A,M6,P,15,IND,SOUTHBOROUGH,MA,01772,missing,retired,2012-05-24,5.521460917862246,944813.0
1001009,C00376343,N,Q1,Desconhecido,15,IND,NEWBURG,MD,20664.0,missing,retired,2012-02-29,5.480638923341991,774980.0
3019163,C00494740,A,M9,P,15,IND,HARTFORD,CT,6105.0,missing,retired,2012-08-31,5.521460917862246,854751.0
1593178,C00431445,A,M10,G,15,IND,JAMAICA PLAIN,MA,2130.0,missing,retired,2012-09-12,6.214608098422191,897086.0
276710,C00431056,A,Q3,P,15,IND,LAKE OSWEGO,OR,97034.0,missing,retired,2011-08-18,5.926926025970411,801617.0
421407,C00431171,A,Q2,P,15,IND,BOSTON,MA,2113.0,missing,retired,2011-05-16,7.824046010856292,944268.0
2053092,C00431445,A,12G,G,22Y,IND,BOYDS,MD,20841.0,missing,retired,2012-10-15,4.007333185232471,897092.0
2934263,C00498402,A,Q3,G,15,IND,BETTENDORF,IA,52722,missing,retired,2012-07-10,5.703782474656201,836904.0
112195,C00191288,A,M6,Desconhecido,15,IND,WASHINGTON,DC,20001.0,missing,retired,2011-05-31,5.991464547107982,746202.0
2328091,C00495598,A,12P,P,15,IND,OSPREY,FL,34229.0,missing,retired,2012-05-16,6.214608098422191,816176.0
557792,C00274944,N,M2,Desconhecido,15,IND,HATTIESBURG,MS,39401.0,missing,retired,2011-01-14,6.907755278982137,714800.0
1338439,C00401224,N,12G,G,24T,IND,BOTHELL,WA,98021.0,missing,retired,2012-10-03,5.521460917862246,824988.0
2233658,C00264697,A,12P,G,15,IND,POMPANO BEACH,FL,33062.0,missing,retired,2012-01-29,7.824046010856292,794117.0
165356,C00016899,A,M7,Desconhecido,15,IND,CAMBRIDGE,OH,43725.0,missing,retired,2011-06-13,5.703782474656201,756564.0
2242194,C00500843,A,Q1,P,15,IND,CONCORD,MA,1742.0,missing,retired,2012-03-05,6.214608098422191,782162.0
2945256,C00461061,A,30G,G,15,IND,SACRAMENTO,CA,95864,missing,retired,2012-11-02,5.808142489980444,848919.0
2759801,C00044842,N,M6,Desconhecido,15,IND,STATE COLLEGE,PA,16801.0,missing,retired,2012-05-07,5.991464547107982,791348.0
1038585,C00468314,N,Q1,P,24T,IND,AURORA,CO,80015.0,missing,retired,2012-02-15,6.214608098422191,778545.0
729952,C00002881,N,M11,Desconhecido,15,IND,COLUMBIA,SC,29250.0,missing,retired,2011-10-17,5.857933154483459,753000.0
2787492,C00125641,N,M9,Desconhecido,15,IND,SANTA CLARA,CA,95054.0,missing,retired,2012-08-15,5.337538079701318,810424.0
473587,C00431171,A,YE,P,15,IND,NORTH READING,MA,1864.0,missing,retired,2011-11-29,7.824046010856292,896726.0
1300047,C00498634,A,Q3,G,15,IND,CAMBRIDGE,MA,2139.0,missing,retired,2012-09-26,5.521460917862246,819157.0
1178506,C00496240,A,Q2,G,15,IND,SALT LAKE CITY,UT,84103.0,missing,retired,2012-06-22,7.824046010856292,807328.0
1077765,C00461772,N,M4,Desconhecido,15,IND,MILWAUKEE,WI,53208.0,missing,retired,2012-03-24,5.521460917862246,780361.0
72117,C00021295,N,M4,Desconhecido,15,IND,AUSTIN,TX,78701,missing,retired,2011-03-11,5.3230099791384085,725079.0
1588501,C00431445,A,M10,G,15,IND,SALEM,SC,29676.0,missing,retired,2012-09-24,5.298317366548036,897086.0
2569385,C00431445,A,YE,G,22Y,IND,BREMERTON,WA,98310.0,missing,retired,2012-12-11,2.70805020110221,896990.0
2201431,C00390583,N,Q2,Desconhecido,15,IND,PHOENIX,AZ,85004,missing,retired,2012-06-29,5.298317366548036,793520.0
2237529,C00506493,A,Q1,P,22Y,IND,OJAI,CA,93023.0,missing,retired,2012-02-15,3.912023005428146,795742.0
2652608,C00076182,A,Q3,Desconhecido,15,IND,PARADISE VALLEY,AZ,85253.0,missing,retired,2012-09-25,8.517193191416238,858755.0
1839934,C00494740,A,M7,P,22Y,IND,NEWPORT COAST,CA,92657.0,missing,retired,2012-06-25,10.126631103850338,873011.0
2863238,C00513259,N,Q3,G,15,IND,MATTHEWS,NC,28105.0,missing,retired,2012-09-21,5.521460917862246,817468.0
1181550,C00281717,A,Q1,Desconhecido,15,IND,SAN ANTONIO,TX,78212.0,missing,retired,2012-02-17,6.907755278982137,802554.0
330770,C00494740,A,YE,P,15,IND,SOUTH ELGIN,IL,60177.0,missing,retired,2011-12-02,5.393627546352362,782991.0
2132679,C00494740,A,12G,G,15,IND,SCHLESWIG,IA,51461,missing,retired,2012-10-17,5.298317366548036,870885.0
159379,C00109397,N,YE,Desconhecido,15,IND,WORCESTER,PA,19490.0,missing,retired,2011-11-09,6.907755278982137,757859.0
203822,C00436873,N,YE,P,15,IND,CHICAGO,IL,60645.0,missing,retired,2011-11-10,6.214608098422191,759005.0
963687,C00401224,A,YE,Desconhecido,24T,IND,IRVINE,CA,92603.0,missing,retired,2011-12-03,5.298317366548036,781824.0
2620127,C00435628,A,Q3,G,15,IND,STEAMBOAT SPRINGS,CO,80487.0,missing,retired,2012-09-11,6.214608098422191,859125.0
1920925,C00431445,A,30G,G,22Y,IND,CHICAGO,IL,60607.0,missing,retired,2012-10-19,4.605170185988092,876050.0
569226,C00379735,N,Q2,G,15,IND,OKLAHOMA CITY,OK,73116.0,missing,retired,2011-05-19,7.824046010856292,735664.0
2762527,C00297184,N,12P,Desconhecido,15,IND,HOLMDEL,NJ,7733.0,missing,retired,2012-04-12,5.598421958998375,790927.0
3021624,C00494740,A,M9,P,15,IND,CARY,NC,27511.0,missing,retired,2012-08-01,6.214608098422191,854751.0
2398998,C00511568,A,Q3,G,15,IND,HAVANA,FL,32333.0,missing,retired,2012-09-21,6.214608098422191,822811.0
825525,C00495820,A,Q2,P,15,IND,BRYAN,TX,77802.0,missing,retired,2011-06-04,5.521460917862246,779223.0
834659,C00495820,A,Q3,P,15,IND,WINSTON,GA,30187.0,missing,retired,2011-07-19,6.907755278982137,779225.0
410683,C00431171,A,Q2,P,15,IND,LINCOLN,MA,1773.0,missing,retired,2011-05-02,7.824046010856292,944268.0
1767014,C00000935,A,M10,P,15,IND,DALLAS,TX,75229,retired,retired,2012-09-28,6.214608098422191,880688.0
987516,C00373696,N,Q1,Desconhecido,15,IND,TOPSHAM,ME,4086.0,missing,retired,2012-03-20,5.521460917862246,775289.0
2090626,C00431445,A,12G,G,15,IND,ENCINO,CA,91436.0,missing,retired,2012-10-10,5.521460917862246,897092.0
1250721,C00469163,N,Q3,P,15,IND,SCARSDALE,NY,10583.0,missing,retired,2012-08-13,5.521460917862246,818469.0
738437,C00002469,N,M11,Desconhecido,15,IND,NESQUEHONING,PA,18240.0,missing,retired,2011-10-21,6.907755278982137,751762.0
3341133,C00431171,A,M10,G,15,IND,GULF BREEZE,FL,32561.0,missing,retired,2012-09-28,6.620073206530356,944828.0
3143531,C00431171,A,12G,G,15,IND,KENSINGTON,MD,20895,missing,retired,2012-10-12,5.616771097666572,933475.0
2009456,C00431445,A,12G,G,15,IND,TEMPE,AZ,85281.0,missing,retired,2012-10-17,5.521460917862246,897092.0
378047,C00494443,A,YE,P,15C,CAN,LOS ANGELES,CA,90010.0,missing,retired,2011-10-23,5.0369526024136295,770793.0
2919800,C00075820,A,M5,Desconhecido,15,IND,SANTA MONICA,CA,90404,missing,retired,2012-04-02,5.703782474656201,823281.0
2887832,C00492454,N,12G,G,15,IND,GREELEY,CO,80634,missing,retired,2012-10-04,6.214608098422191,825964.0
1636857,C00431445,A,M10,G,15,IND,KENNER,LA,70065.0,missing,retired,2012-09-07,6.214608098422191,897086.0
2196491,C00193433,N,M3,Desconhecido,24I,IND,ASPEN,CO,81612,grandmothers,retired,2012-02-06,6.214608098422191,770623.0
2176057,C00116996,N,Q1,Desconhecido,15,IND,SUWANEE,GA,30024.0,missing,retired,2012-03-31,5.666426688112432,773536.0
2052331,C00431445,A,12G,G,22Y,IND,NEW YORK,NY,10031.0,missing,retired,2012-10-09,3.912023005428146,897092.0
8710,C00438713,N,Q1,P,15,IND,HILLSBOROUGH,NJ,08844,missing,retired,2011-02-09,6.907755278982137,726721.0
159721,C00340083,A,M7,Desconhecido,15,IND,BRIGHTON,CO,80601.0,missing,retired,2011-06-27,5.521460917862246,756066.0
1151009,C00501361,N,Q2,P,15E,IND,TALLAHASSEE,FL,32309.0,missing,retired,2012-06-29,5.521460917862246,800763.0
1814694,C00027532,A,M8,P,15,IND,BOULDER CITY,NV,89005.0,missing,retired,2012-07-31,5.991464547107982,873374.0
455457,C00431445,A,Q2,P,15,IND,SANTA ROSA BEACH,FL,32459.0,missing,retired,2011-04-29,5.926926025970411,896673.0
2681696,C00110338,N,M4,Desconhecido,15,IND,THOMPSON,ND,58278.0,missing,retired,2012-03-06,7.418180822726788,773789.0
967537,C00401224,A,YE,Desconhecido,24T,IND,FORT WASHINGTON,MD,20744.0,missing,retired,2011-12-07,5.521460917862246,781824.0
2144096,C00494740,A,12G,G,15,IND,BRENTWOOD,TN,37027,missing,retired,2012-10-12,6.738152494595957,870885.0
2678810,C00063164,N,M2,Desconhecido,15,IND,BLUE SPRINGS,MO,64014.0,missing,retired,2012-01-27,7.824046010856292,765456.0
2674546,C00325704,N,12P,P,15,IND,LAGUNA BEACH,CA,92651.0,information requested,retired,2012-02-02,6.907755278982137,767511.0
1392443,C00494740,N,30G,G,15,IND,CARLISLE,PA,17013.0,missing,retired,2012-11-05,6.907755278982137,839903.0
2909626,C00022343,N,12G,Desconhecido,15,IND,BONNERS FERRY,ID,83805,missing,retired,2012-10-16,5.703782474656201,823767.0
3085921,C00518282,A,Q2,P,15,IND,ENGLEWOOD,CO,80113.0,missing,retired,2012-05-21,6.907755278982137,889719.0
1214165,C00503615,N,12P,P,15,IND,STAMFORD,CT,6903.0,missing,retired,2012-07-25,5.521460917862246,806937.0
602593,C00431056,N,Q2,P,15,IND,MERION,PA,19066.0,missing,retired,2011-06-02,7.600902459542082,738110.0
1393202,C00494740,N,30G,G,15,IND,EL CAMPO,TX,77437.0,missing,retired,2012-10-29,5.703782474656201,839903.0
300696,C00495986,A,Q3,P,15,IND,PHOENIX,AZ,85012.0,missing,retired,2011-09-04,6.214608098422191,870173.0
802928,C00435099,A,Q3,P,15,IND,SAN FRANCISCO,CA,94115.0,missing,retired,2011-09-20,6.214608098422191,763556.0
3269394,C00431171,A,M9,P,15,IND,MIDDLETOWN,NJ,7701.0,missing,retired,2012-08-12,5.521460917862246,896743.0
1269641,C00401224,N,M10,Desconhecido,24T,IND,MILL VALLEY,CA,94941.0,missing,retired,2012-09-27,6.214608098422191,821504.0
2812490,C00494740,N,M8,P,15,IND,OAKLAND,CA,94605.0,missing,retired,2012-07-24,5.521460917862246,805999.0
2543291,C00431445,A,M8,P,15,IND,GLENN DALE,MD,20769.0,missing,retired,2012-07-17,6.214608098422191,896964.0
2373312,C00505776,A,Q2,G,15,IND,PARK CITY,UT,84098.0,missing,retired,2012-06-21,6.214608098422191,812606.0
1760288,C00000935,A,M10,P,15E,IND,ALAMEDA,CA,94501,unemployed,retired,2012-09-03,8.517193191416238,880688.0
1686061,C00431171,A,M8,P,15,IND,ELY,MN,55731.0,missing,retired,2012-07-05,5.703782474656201,944286.0
1650983,C00431445,A,M7,P,15,IND,WINNETKA,IL,60093.0,missing,retired,2012-06-17,5.521460917862246,896900.0
3126571,C00495887,A,Q3,P,15,IND,GREENWICH,CT,06830,missing,retired,2012-09-10,7.824046010856292,946378.0
100874,C00075820,N,M9,Desconhecido,15,IND,KERRVILLE,TX,78028.0,missing,retired,2011-08-19,5.54907608489522,745733.0
2405317,C00349746,N,M10,Desconhecido,15,IND,MADERA,CA,93637.0,missing,retired,2012-09-13,5.860786223465865,820639.0
3005863,C00494740,A,M9,P,15,IND,VALLEY GLEN,CA,91401.0,missing,retired,2012-08-09,6.214608098422191,854751.0
3006492,C00494740,A,M9,P,15,IND,CALLAO,VA,22435.0,missing,retired,2012-08-12,5.521460917862246,854751.0
3341079,C00431171,A,M10,G,15,IND,SAINT LOUIS,MO,63105.0,missing,retired,2012-09-05,6.214608098422191,944828.0
2369022,C00448696,A,M9,Desconhecido,15,IND,WESTERN SPRINGS,IL,60558.0,missing,retired,2012-08-25,6.907755278982137,812317.0
40807,C00113803,N,M5,Desconhecido,15,IND,GROESBECK,TX,76642.0,missing,retired,2011-04-28,5.521460917862246,728810.0
604123,C00412304,N,Q2,P,15,IND,GALLATIN GATEWAY,MT,59730.0,missing,retired,2011-06-22,5.857933154483459,738109.0
1252052,C00387555,N,M10,Desconhecido,24I,IND,PRINCETON,NJ,8540.0,missing,retired,2012-09-14,5.521460917862246,820815.0
1372215,C00341800,N,30G,Desconhecido,15,IND,ALEXANDRIA,VA,22304.0,missing,retired,2012-11-15,5.337538079701318,839342.0
777079,C00465245,A,Q2,P,15,IND,BOOMFIELD,NJ,7003.0,missing,retired,2011-06-27,6.907755278982137,753945.0
567288,C00494856,A,Q1,P,15,IND,WEST PALM BEACH,FL,33409.0,missing,retired,2011-03-29,6.907755278982137,735863.0
2966216,C00042366,A,M2,Desconhecido,15,IND,WASHINGTON,DC,20001.0,missing,retired,2012-01-25,8.517193191416238,768477.0
1501510,C00003418,A,M10,Desconhecido,15,IND,NAPLES,FL,34102.0,missing,retired,2012-09-25,5.298317366548036,867750.0
2965987,C00042366,A,M2,Desconhecido,15,IND,NEW YORK,NY,10016.0,missing,retired,2012-01-09,6.551080335043404,768477.0
1215538,C00250399,N,M8,Desconhecido,15,IND,LUBBOCK,TX,79423.0,missing,retired,2012-07-23,6.214608098422191,804103.0
347133,C00401224,A,M11,Desconhecido,24T,IND,NEWTON,MA,2458.0,missing,retired,2011-10-18,5.521460917862246,770747.0
2850187,C00401224,N,M8,Desconhecido,24T,IND,SEATTLE,WA,98121,missing,retired,2012-07-07,5.521460917862246,804867.0
1705358,C00431171,A,M8,P,15,IND,LOUISVILLE,KY,40223,missing,retired,2012-07-09,6.214608098422191,944286.0
411381,C00003418,A,M10,Desconhecido,15,IND,LAKE CHARLES,LA,70607.0,missing,retired,2011-09-08,6.214608098422191,777064.0
122274,C00000935,A,M5,Desconhecido,15,IND,WEST PALM BEACH,FL,33417.0,retired,retired,2011-04-27,6.214608098422191,740604.0
356951,C00003418,A,M8,Desconhecido,15,IND,HOUSTON,TX,77210.0,missing,retired,2011-07-28,6.907755278982137,773064.0
1862489,C00431445,A,M5,G,15,IND,WINTER SPRINGS,FL,32708.0,missing,retired,2012-04-16,5.521460917862246,896848.0
1913909,C00431445,A,M9,P,15,IND,GAITHERSBURG,MD,20877.0,missing,retired,2012-08-25,6.214608098422191,897073.0
2252105,C00494740,A,M3,P,15,IND,NASHVILLE,TN,37221.0,missing,retired,2012-02-16,6.214608098422191,790113.0
172972,C00498444,A,Q3,P,15,IND,DRAPER,UT,84020.0,missing,retired,2011-06-30,6.907755278982137,756323.0
305385,C00499350,A,Q3,P,15,IND,DALLAS,TX,75240.0,missing,retired,2011-09-15,7.824046010856292,768240.0
2420224,C00519892,N,30G,G,15E,IND,CHICAGO,IL,60607.0,missing,retired,2012-10-20,5.521460917862246,838313.0
584453,C00193433,A,M5,Desconhecido,15,IND,PARADISE VALLEY,AZ,85253.0,housewife,retired,2011-04-11,6.214608098422191,738360.0
2492860,C00494930,N,30G,G,15,IND,WILLIAMSFIELD,OH,44093.0,missing,retired,2012-11-02,6.214608098422191,848363.0
3221372,C00431171,A,M7,P,15,IND,GREER,SC,29651.0,missing,retired,2012-06-22,6.907755278982137,896735.0
1759361,C00431445,A,30G,G,15,IND,EDMONDS,WA,98020,missing,retired,2012-10-31,5.703782474656201,876050.0
535638,C00460725,N,Q1,P,15,IND,OKLAHOMA CITY,OK,73112.0,missing,retired,2011-03-31,7.479299637782834,723519.0
2377138,C00403477,N,Q3,Desconhecido,15,IND,MOON TOWNSHIP,PA,15108.0,missing,retired,2012-09-21,5.659482215759621,812521.0
2485783,C00503409,A,Q1,P,15,IND,MENOMONEE FALLS,WI,53051.0,missing,retired,2012-03-30,6.214608098422191,814556.0
126733,C00430462,N,Q2,P,15,IND,NASHVILLE,TN,37205.0,missing,retired,2011-04-22,7.824046010856292,740215.0
166793,C00193433,N,M12,Desconhecido,24I,IND,BROOKLYN,NY,11201.0,retired,retired,2011-11-22,5.298317366548036,754653.0
1931299,C00431445,A,M9,P,22Y,IND,SACHSE,TX,75038.0,missing,retired,2012-08-21,2.9444389791664403,897073.0
2003216,C00431445,A,12G,G,15,IND,DALLAS,TX,75205.0,missing,retired,2012-10-12,5.521460917862246,897092.0
960960,C00344473,A,Q3,P,15,IND,FARMINGTON HILLS,MI,48334.0,missing,retired,2011-09-19,5.703782474656201,751318.0
1347138,C00519355,A,Q2,P,15,IND,NEWARK,NJ,7104.0,missing,retired,2012-06-29,5.521460917862246,843226.0
460082,C00431056,A,YE,P,15,IND,PITTSBURGH,PA,15216.0,missing,retired,2011-10-29,5.521460917862246,869254.0
2262478,C00012245,N,M8,Desconhecido,15,IND,BELLEVUE,WA,98004.0,missing,retired,2012-07-10,5.298317366548036,805279.0
864745,C00461806,N,YE,P,15,IND,CASA GRANDE,AZ,85230.0,missing,retired,2011-12-22,5.521460917862246,763805.0
2858865,C00213611,A,Q2,P,15,IND,NEW YORK,NY,10128.0,missing,retired,2012-06-23,6.907755278982137,816238.0
146032,C00264697,A,Q2,P,15,IND,ALEXANDRIA,VA,22301.0,missing,retired,2011-04-04,6.684611727667927,738317.0
2764905,C00000935,A,M3,Desconhecido,15,IND,SHELBURNE,VT,5482.0,missing,retired,2012-02-13,6.396929655216146,791060.0
1447012,C00501643,A,30G,G,15,IND,SMITHFIELD,NC,27577.0,missing,retired,2012-10-21,5.521460917862246,847745.0
1829079,C00494740,A,M7,P,15,IND,CONSHOHOCKEN,PA,19428.0,missing,retired,2012-06-01,9.210340371976184,873011.0
1339763,C00524454,N,12G,Desconhecido,15,IND,LAS CRUCES,NM,88011.0,missing,retired,2012-10-01,5.703782474656201,827723.0
12440,C00042366,N,M3,Desconhecido,15,IND,KNOXVILLE,TN,37934,retired,retired,2011-02-14,5.298317366548036,719622.0
751828,C00010603,A,M8,Desconhecido,22Y,IND,WARWICK,RI,2886.0,missing,retired,2011-07-27,3.4011973816621555,752768.0
1434322,C00513077,A,Q3,G,15,IND,PORTOLA VALLEY,CA,94028,homemaker,retired,2012-09-24,5.521460917862246,846629.0
2843140,C00401224,N,M8,Desconhecido,24T,IND,CHURCHVILLE,NY,14428,missing,retired,2012-07-19,5.521460917862246,804867.0
806207,C00494930,A,Q3,Desconhecido,15,IND,FAIRVIEW PARK,OH,44126.0,information requested,retired,2011-09-08,6.214608098422191,754347.0
1981551,C00518282,A,12G,P,15,IND,WELLESLEY,MA,2482.0,missing,retired,2012-10-11,10.021270588192511,894334.0
511426,C00431445,A,YE,P,15,IND,BRONX,NY,10463.0,missing,retired,2011-12-02,5.521460917862246,896693.0
1516094,C00207993,A,Q1,P,15,IND,TULSA,OK,74103,missing,retired,2012-01-11,6.214608098422191,781315.0
1328330,C00504159,A,Q2,P,15,IND,SACRAMENTO,KY,42372.0,missing,retired,2012-04-17,7.824046010856292,801056.0
2799823,C00193433,N,M9,Desconhecido,24I,IND,SAN ANSELMO,CA,94960.0,missing,retired,2012-08-15,5.521460917862246,810150.0
1169200,C00010603,A,M7,Desconhecido,15,IND,WEST HARTFORD,CT,6107.0,missing,retired,2012-06-28,5.703782474656201,807332.0
